video_id,positive_comments,neutral_comments,negative_comments
PuiJWgKgrxM,4,13,0
PumEh_01ZQ4,2,2,8
pumtFhgod5U,2,0,0
PuNr2zA2x1Q,38,9,3
puP7_oKBLgc,28,6,1
PUPdI0jxuw0,0,0,0
pUpDWUgIS3Q,7,1,0
pUPivhYywbk,35,11,4
PUpjORKWoB8,22,20,8
PuQ9EWpw7xM,15,1,3
PusYOXajDEU,1,2,0
putDWaqAMF0,15,1,0
puTFHcz5ntU,2,23,3
PUtm7OmglFI,1,0,0
pUts2-2Suhk,1,1,0
PUuF5RDkK4E,1,15,17
PuYr2PwrSVQ,12,2,1
pUZGc3z5htw,4,2,1
Puz_mHxVUAU,39,7,4
PV-p-rVKXw0,3,1,0
pV0E5E3a4eg,3,2,0
pv2HQnlTxQM,0,0,0
PV462GN0iT4,8,2,0
pV4lGbQ3r3A,5,4,0
pV6yKx426jA,34,6,0
pvBpoqqpPu4,8,37,5
PvBsWEaesaY,16,3,3
PvC8H_gyAWk,36,9,5
pVcuq07YmLU,1,1,0
pvD9OCpEWm8,16,8,1
Pve_-J59ndY,3,46,1
PvHls0dVuoc,20,12,4
pvIcEZC1OsE,3,0,0
pVjlxXOA7_M,1,1,0
pVlDmhCkeFI,35,8,7
PVLRHKrIQAI,0,0,0
pVluffwXsI0,29,17,4
PvLwQ3uHwaI,16,2,1
PVNDqyGTkas,1,0,0
pvolF0UAIUU,8,2,0
PVp1ThAEmu8,0,0,0
pVPr7_Iu9KY,28,16,6
pVQRJic7kfg,42,8,0
pvRsSLmaeOk,34,8,8
pvTErux7yDw,12,14,7
pVts_zGMLzE,0,5,0
PVXJWQu9zG4,0,0,0
pVy90rHRcss,9,0,2
pVzK_7PcaDk,41,4,5
pvZl9JD2gHY,3,0,0
pv_u78Os4os,10,0,0
pw6-6NMOj9o,6,2,3
pw71IAsf824,22,5,2
Pw8dp-YsfUM,2,0,0
PWaNMjimtP0,35,12,2
PWAOcC-qcOY,29,14,7
pwcLTsPTIG0,34,4,4
PWFQx3OoHXA,4,0,1
pwgFdyEnkl8,2,1,6
pwhmej_eL88,19,24,7
pwKAjpjEjtQ,13,4,10
pWkOt6DWW5M,18,3,0
pWldlhsxLTE,12,1,0
PwniNZ5O5Gg,0,2,0
PWooFQs6cMc,0,1,0
pwpkTvBlQL8,43,3,4
pWRZYppXnlU,0,1,0
pwsLMWlUWo4,0,0,0
Pwu9RsSuNvI,0,0,0
PwUfKl4sX2k,4,2,0
PwydmD82asA,1,49,0
pwYlSdZplnE,1,5,0
pwynjzFvlcs,13,1,4
pWYwY9jQkmI,45,3,2
PwZ0Yp1b1Wo,0,7,0
pWz2NrGEGYM,0,2,0
pwZvbmCyGac,11,1,1
px3SyaDnjDY,10,10,7
Px752A8yAoo,40,7,3
pX7WIH4FuwA,33,11,6
pX9OKOGaDWY,1,1,1
pxb0TE7OUWY,0,4,0
pxbzvU3yKtM,6,1,1
PXC7i9MeFqo,37,4,3
PXFgBd1DojE,26,21,3
PxgOIP6USxc,38,7,5
pxH9lDv8ZAI,0,1,0
pxLzamOA1z0,20,2,0
pXMPLZ3m3Vk,13,2,0
PXndghn307M,14,2,2
pxo9flaiLtI,0,0,0
pxqvPy3xkhU,2,13,2
PXTNrbLgQ_M,6,2,2
pxV2Zr6urPo,44,4,2
pXWQ83mER5U,1,2,0
pxW_7Mq788Q,41,8,1
pX_DSECTZDs,0,0,0
PY-BPZJ39W4,1,0,0
PY05UivEeYs,2,7,0
Py4CSi3-1dQ,0,0,0
pY4MXBxa5kU,16,1,0
PY6a729ELXI,39,7,4
py7SWc8iO9g,16,19,15
PYABfJKkhPQ,14,1,5
PYCv2cLxTa0,0,10,0
pYEKPevob3o,25,6,1
pYFV4xK_YWU,3,0,3
pYHZwIsDa2A,7,1,1
pyicFcZXP-U,8,3,1
PYLHdt68ZoQ,3,0,3
pyLoxXocEEg,1,3,2
PYlu8MrJNX4,12,4,0
PYLvApBeBOI,0,5,0
PynjG3XVths,3,1,1
pyoki4_RkcE,1,2,0
PYovyML5iNE,0,0,0
PyPOCFhtWJ4,6,0,0
pYQ3hXWuBkI,2,9,1
PyqjlLTefDE,43,7,0
pYrf3sBnt40,4,1,1
PYrN6I8p3i8,13,31,6
PYUyIoRvrbY,2,10,2
PYv6nc3Bj-4,0,0,0
PyvgokqRsVE,3,1,0
pYVSonB256Q,1,11,0
pyYOmDuJJ1A,0,5,1
PyzDtRt_HV8,7,5,5
pzaBzFlOwAA,34,7,9
pzapmMRUbTM,40,8,2
pZbHi8bslpk,23,5,3
PzBl3pTncFo,0,5,0
PzBWLP23II0,31,2,1
pZcFDR51smo,1,0,0
PzDmFF5y3xI,0,0,0
PZfJVcFuIXY,0,0,0
pZfPkP1jzpU,30,2,2
pzHUo4zJbNg,0,0,0
PzJfqIH6SHI,33,13,4
PZk3snwYVB8,21,12,9
PZKGYw2ba68,1,1,0
PZKy5H124T4,0,2,0
pZNbCOPiEOo,20,21,9
pZoBviTf_80,7,16,13
PZojvG9Skag,30,16,4
pzPLemFla6I,0,2,1
pzskdd8EsKY,21,9,3
pzUfGVO5aTo,6,17,18
pzu_e9MRvpc,4,43,3
PzWTM4FApNg,0,0,0
pZwunbvGGDc,19,4,3
pzZWgRrC0lI,10,4,0
P_7vr_wuvEU,33,15,2
p_BGPiZ0aNg,0,0,0
p_DF6ih-itQ,21,13,9
p_fg2a0jhwY,0,9,0
p_gFEg8peYE,3,1,0
P_h1zSgZVo0,26,24,0
P_Hg5uzVgkE,8,3,0
p_j-BrsVh40,45,2,3
P_jXmy6eLIw,2,0,0
p_KzXigYCPk,12,2,2
P_lnJlJH_4U,2,21,1
p_MuCIwcAGI,21,3,3
p_p7X6IB6w4,1,3,0
p_PFzJ9nXEc,36,10,4
P_su4UY-n20,1,0,0
p_tfxg1Xqq0,0,3,0
p_thpRYwS_0,8,1,0
q-5lOJS40dY,5,0,0
q-cArBMVlQU,2,2,3
Q-DGwx3ajew,0,0,0
q-evCwm-IvE,7,0,0
Q-oShwGsn_A,12,1,0
Q-uQpsgv30A,6,1,1
Q-UvebFIIKQ,19,0,0
q03J_VsGNcM,32,4,0
Q05A6AA6AyA,38,2,4
q06LGPF5LCM,29,0,3
q09FGGFocLk,9,4,4
q0a5NLm-Fyo,10,2,1
Q0ATxqMHFSA,0,25,0
q0H3Y425TXE,0,0,0
Q0hdAK_Etco,2,13,1
q0HQJvMeT0Q,0,0,0
q0iFBGcRuJk,1,40,0
q0kehw0RNqc,5,1,2
Q0OJmlJ6xrg,2,4,2
q0PLQdQeg8Q,20,8,17
Q0TQ0lB_vCM,0,1,0
q0VFP9xFB_0,5,6,0
q0YttxGg6ek,5,2,0
Q10huidz9MA,11,1,0
Q12oWr0rfJQ,0,1,0
q13a44YKmm4,6,3,3
q1BmdXv5Ilc,7,5,1
q1CpCsLsfp4,4,0,0
Q1hCQbSsigw,13,4,2
q1IJ1SVEMBU,20,2,1
Q1jP8m5HMaY,26,17,7
Q1JqMUEWAlQ,0,0,0
q1JyXQ3gY1A,16,2,0
q1KttECnT0o,2,2,2
q1m131U00sI,13,25,6
q1N8BIeL1uk,1,22,0
Q1O80tTUr0U,13,0,0
Q1PAP5rOJrQ,0,0,0
Q1ptDn59GXI,0,0,0
q1rXCrlBa4g,3,2,1
q1UcrSsb6wM,6,2,1
q1vn33pflY8,3,2,0
q1x6bMEVnwA,3,4,2
q1yHfdEeUMU,0,17,0
Q1YTi10FJo0,2,2,0
Q20uzKxlLlU,0,0,0
Q26J71K9gdk,44,5,1
Q2aeZUAI2oQ,1,0,0
Q2cDI5DMusg,1,0,1
q2d4egvev6Y,12,36,2
q2GFVIbKUmk,4,1,0
Q2icVEXmTE4,4,5,0
Q2j9qlfT5VE,12,0,0
Q2k1BN6Ndfo,6,1,0
Q2lmskpyDyA,45,4,1
Q2lNIiF5A-g,0,1,0
q2OXpYCYcmI,27,6,1
Q2Q-UCU2fN4,45,4,1
Q2sbAU-Dz5Y,20,3,0
q2smePDQjzU,1,1,0
Q2X7JfM5Er8,46,3,1
q2ZvCA8qjIk,4,13,2
q3Bt9uq6WlQ,17,1,2
Q3d9Cu9mmKs,0,0,0
Q3Fst7qKlM0,0,2,1
q3GwMwkQMkA,5,2,0
q3HxGlEYbG0,5,7,1
q3nwyLmDWbo,0,0,0
q3OQ2uLlpAM,9,8,2
Q3rrxcRIRvA,25,1,0
q3zqTWB_Pq8,2,2,1
q4cQdDwe_gs,6,2,1
q4DfEJQ0Ppo,41,7,2
q4djN3DU7nU,8,27,1
Q4Dq0jTvsdw,28,1,0
Q4EEgg-WiDE,1,4,11
Q4f8122B0II,0,1,0
Q4fVKoukPwE,28,17,5
q4hHXuB494g,2,24,24
Q4hqUdJdKE0,1,0,1
q4ifd9TZFjY,35,15,0
q4JZXcfjzc0,2,15,1
Q4kDHVRvSrM,2,2,0
Q4q5mupB1c0,18,13,7
q4qJ0BGDoGw,15,11,15
Q4w7rOVkyhI,0,0,0
q4ywG5bNslk,14,1,1
Q4_kkkNSoBk,8,3,1
Q52gjy6li2k,1,19,5
q577xmYMySc,0,0,0
Q59DXyoKUbk,31,14,3
Q5CFgxxU2JQ,39,7,4
Q5cNLO3i7As,9,4,0
Q5FEmOAVXws,30,18,1
q5Fv1pYrfLg,6,0,0
Q5sbdDkUA6w,3,6,4
Q5sQA0deLt4,3,1,0
Q60EhQBRdwQ,10,37,3
Q60llQf1xcI,10,6,1
q63pjlzRBKE,0,0,1
Q662g7P6eRg,2,3,1
q695BOnkG4M,4,2,3
Q6A9BTk_e4Y,1,0,0
q6FCfTOxiso,8,27,4
Q6jGpoJLkr8,0,1,0
Q6mPKp1RvJw,34,3,1
Q6NhMbs-M-w,0,0,0
q6pfuzwpnmQ,0,1,0
q6XLh9FNpzo,1,1,2
Q7Ka0LRCIcU,1,1,0
q7Lm6h3lOe0,0,0,0
q7NOPIwmfOE,16,1,0
Q7p9dGHVXSc,2,3,1
Q7qGdVdGsTQ,14,1,0
Q7qMvHc5KmE,11,9,2
q7TCpSJFmVk,49,1,0
q7tlOJ2HMFA,0,0,0
q7vPv05Ivng,34,11,5
Q7ykUIYaAP0,0,0,0
q7Z_fC-Q6zY,33,10,7
q87c1tEyH_s,0,5,2
Q88k1v8Pb3M,37,12,1
q89Z8Vlw2R8,23,15,5
Q8BIGIHqjwk,0,0,0
Q8cPzkiWeo0,0,0,0
Q8DNTSH0aV4,0,2,2
Q8Faa6BMmDw,0,2,1
Q8ikO62Z_KM,15,7,8
q8iqLt2otqQ,1,1,0
Q8Jdx-dsQPM,8,3,3
Q8NrzueyEcY,1,44,5
Q8nTGJe_8i0,0,1,0
Q8oQ7xQyLZQ,24,4,0
q8T2VAty7VM,5,9,0
Q8TPk23Eixw,29,8,13
q8vOWokUyXI,27,16,7
q8VQsJ1L10A,21,7,2
Q8w8vlECpVw,24,13,13
q8ZUntiA2po,4,28,2
Q953Wv6YEP4,26,17,7
Q95ywcuGuTM,9,5,1
q9eTuae2ByA,1,3,0
q9GY6u7PYP0,1,0,0
Q9K-0ohmdUY,22,1,11
q9KcfTcgWK0,0,0,0
q9ke9bwvw6U,1,0,1
Q9n5TxH9L_w,3,42,5
Q9NfGgIWAnc,3,0,2
Q9srWYSz-aA,3,23,5
Q9vB6P2qAdI,10,26,14
q9wB6VXi2Uk,6,4,0
Q9ZXAEgxSx8,7,1,0
QA0GqikHPSQ,0,0,0
qA0P-AJ1T5I,3,0,0
qa0zXEKt7no,0,0,0
qA1yF5HddKw,37,11,2
qa2lOj7gATI,12,8,1
qa3KO8UIkbw,2,0,0
qA3PvfgFX9E,15,2,0
QA4t7bC22WA,0,10,0
qA5LWu0Jfd8,4,6,2
qaBcLv9kPWk,41,6,3
qADxEspNE-Q,28,7,15
qaendBOenFg,28,13,9
qaF5QGwv7D8,1,1,0
QAFe6D3NVvg,1,2,0
QAikPeJ6VFM,23,4,1
QaiN0yD_0W0,23,9,18
QaJF6f33Bsc,0,1,0
QalibsCRl2E,0,0,0
QaLR64DXxcI,31,5,2
qanW9lyENMg,0,0,0
QAOCRlIhgeA,9,4,2
QAoOOK1qeQs,20,1,4
Qaq4lOf15JY,1,3,0
qAQKDKvJOOk,6,0,2
QaR1k9kGMc4,0,6,0
QaRg_4e7ruM,0,10,1
QAT7xv1Nlgk,11,1,0
Qau9-URteRM,16,7,9
qAVXbCcjjnI,0,2,0
qAZmV2l4_7I,24,24,2
qA_8wnkbuRo,2,0,0
Qb2hK5zg_3c,9,3,2
Qb3wUuKiocM,2,1,1
QB4kt_pjdHc,11,3,3
Qb969_F6Jb4,23,1,4
qBAAl_Q9kXA,12,4,10
qBAh_8usXBI,24,9,17
QBbIEPAAs5k,3,1,0
QbdvIxFgXm0,0,0,0
qBE1uf0Eeu4,3,2,1
QbEheg_8L4s,10,22,3
QBfYsw43GJ0,35,11,4
qbhCVp9jS2g,0,1,0
qBidVRNwSgQ,0,6,0
QbjKR1XPiMA,0,1,1
qBKbWZoVOyk,34,13,3
QBLwn0UGc3E,1,0,0
QbNDB6uwhDI,1,2,0
qBoz63m9SM4,12,7,0
qbQhwmTBUcA,9,1,1
qBqJLbz18NE,27,4,2
QBRiNbJLl7w,6,4,1
qBUJtRNUGOA,37,11,2
QbVfwpNUJiw,0,2,0
qbVwGrj8p3k,0,0,0
qBw5jn3B_0A,1,0,0
QbwNRIH1gxA,4,1,0
QBWOHP2whVQ,0,11,0
QbWTzsKtI78,16,2,1
QbYxER8WXyM,4,6,2
qBznl-_n0zQ,13,5,0
QbzSLe6vtZQ,3,43,4
qBzV6zFZ2iA,1,30,2
Qbzw3Cf7DBc,8,31,11
Qb_aMg7WDRY,10,2,3
qc1SGhy1mXE,30,3,0
QC1yBMdd7zE,13,8,6
QC33yV7Dg2M,3,44,3
qc7zY2uQnKM,17,2,1
qC8I3lNSfCw,32,15,3
Qc8Wa2Q3Pd0,0,19,0
qC9wFpgq7MU,4,0,0
QcbJhIxSOCE,30,18,2
qCCA0O-Myc4,7,1,0
QCEjwYxAI9I,1,0,0
QcfggvMF6Hw,3,2,2
QCFjcBNlOAQ,0,0,0
QcFmtH5oP3A,18,25,7
QcGSPW5MR8E,9,39,2
qCijRj6OqLQ,3,1,0
qCK4PSRVB5Q,6,3,1
QCKBzg8yTbk,3,1,0
QCl4XIIo3aM,3,0,2
QclHO8uyv2U,2,4,0
QCliB1vs1IA,7,0,0
qCLYjge4mRw,15,4,0
QCPMtlIl7FU,3,1,0
qcQbEWv-EYE,38,6,6
qCrU2tZw-9g,5,4,0
QcrW2YtdjEE,1,1,0
QCsh3mCBOjo,0,0,0
QCSQkZU3yco,0,9,0
QCsRioNQPbs,32,14,4
QCTLrkVvbiE,0,0,0
QcU3xkNiFqc,1,0,0
QCuGZKf4bQU,15,1,1
QCyy-yyVgDI,0,0,0
qc_e8VLCvpA,11,3,3
Qc_XTNNWc4o,27,13,10
qD2Hvrv2t0c,0,0,0
QD3ci6dWdYk,1,2,3
qD7CIn7BAaE,34,7,9
Qdb80AaxTH0,3,3,0
QDCAw740Zt4,21,16,13
QdCuImKx7Uw,2,17,2
qDfHVQCAyzA,0,4,2
Qdfu8q53DnM,0,1,1
QDGuJZR5l2w,0,0,0
QdiF_Lp2i0E,28,9,13
QDIk3S3hz24,6,2,0
qDILQkW2FrE,0,4,0
QDMoy6lm1TA,0,9,3
QdMwgkKJXYc,13,1,1
qDNlcL4wlS8,37,10,3
qDOk3nKAxfQ,39,8,3
Qdpt2MnBrMY,0,0,0
QdQkeydzZQc,3,3,4
qdqYWUQq-dU,4,2,1
qDqZ7OKwkgs,2,13,2
qdQzdQSoIdQ,11,31,8
QDRNbb29igQ,35,11,4
qdrsYiw0upE,0,3,0
QdS0-OiWyoQ,12,0,1
qDssR4-3FYM,1,3,0
qDTlJ_1jHtM,2,26,0
QdUajGitqC4,36,0,1
qDufUyPsncw,3,1,0
QDUHN72dt_s,8,2,0
QdwcDHjngi8,30,4,16
qdWTmdW2bug,6,16,6
QdYdBVqYhjE,22,3,1
QdYRxsniRV8,0,0,0
QDZ-bOeHOrw,6,13,1
QDzntVbC4mg,48,2,0
qe-D0LtGnHY,38,6,6
qe-nlzgAlTY,2,3,2
Qe-NwRubx5U,37,12,1
QE-R9rv4kL4,0,1,1
Qe3reRmMlbc,40,9,1
QE5gYfS1PFw,1,0,0
QE6E-nb1yqo,28,12,10
qe6rnOfkZgY,1,0,0
qEbSso2z4oQ,2,1,2
QeC4n0aSUrY,2,1,0
qEeYkkWtCjw,1,0,0
QEf6Ox-7_5Y,0,1,0
QegokoPOcAc,37,12,1
QEhhaBk7P7U,10,27,7
qEhkORJ90Eo,41,7,2
QeI0YrgDW8o,2,1,0
qEiSxu-BIQY,10,2,4
Qejmj-WKAA0,37,8,5
QEJqtEcPrZg,0,1,0
QEL9nB1ND9A,0,0,0
QELVr3EoQAU,8,7,2
QemcKWnOmuc,37,11,2
QeMuVeP1vP8,2,0,0
QenLXcSXSBg,10,5,0
qEnP31_Yhm4,1,1,0
QeqRuKvFIWo,5,3,2
QER96vQMDLY,2,0,2
qERCQPLK0bM,1,0,0
QeTOm201xTk,0,8,2
qEumBd2V-vA,2,6,1
QevxBbYNAyg,34,14,2
QewqFgv4I8A,0,12,0
QEXqvaFM1pI,7,3,2
QE_65xZiGDo,5,0,0
qF15Z1cNEnQ,1,1,0
qF1jEJFX618,41,7,2
Qf2gZFdc-Z8,0,13,0
qF4cq3pxJM8,13,3,2
qF6osBNue_s,8,3,2
qF7nf-LEUjs,10,6,2
Qfa5a5wImNk,7,2,5
qfAFAoFAo6U,0,2,0
QFf9-IiMSrg,9,3,0
qFFh9HBulbE,0,0,0
qfFXgnpz_Q4,0,1,0
QFFzoH04xNM,7,2,0
qFgBrVidM_4,0,1,0
qfgi3kTMdpE,9,4,0
qFGo4OnOvq4,42,6,2
qfHy_-zHGyQ,9,12,2
QfKbRMFgpaI,0,0,0
QFkfI8xjVSI,25,18,7
qflFSWHyCFQ,8,9,5
QflQ9IaVT4s,5,8,0
QFMj7vYHz8A,11,0,1
qFPaqcKgjnA,2,1,0
QFP_2lIYvwM,0,0,0
QFS6GD9-Bzk,0,0,0
qFsjt8N539E,26,9,7
qFSsX0ZVnHc,11,28,11
QfsUZJak53A,17,19,14
QFswDzuNnIU,45,1,3
QFT3twfbq2Q,34,14,2
QfTMfjPY1Bw,1,1,0
QfTTNEdu4Uo,8,2,1
Qfu-NbRHH1E,14,6,1
QFUBsthDrRE,0,0,0
QfVAetzC8W4,10,20,20
QFvEC0YIrpA,3,42,5
qFW0bZ_wV6Y,15,3,3
qfWhdBMxu0k,4,1,0
Qg1Jj6frEEo,2,0,0
Qg1QMrMXX3E,5,11,15
qG21M1I60Lo,0,0,0
Qg3gozzw1Lk,0,1,1
Qg8Z2mSdfCw,6,0,1
qGABDYLwDYY,25,11,3
qGANOCjj56o,7,3,2
qGBWelGdjeM,24,19,7
qgcwJ9j3u7c,39,8,3
QGGV1uDMMic,2,2,0
qGh6qZ_fZcA,2,1,2
qgj77vEdcZQ,18,1,1
qglbH6X-G28,2,0,0
qglgw3h2cSw,19,18,13
QgLuI6DG2IE,2,10,3
QgMBJNHVw8Q,17,12,19
QGmktgaWzWo,24,9,3
qGmwucXrmqw,9,1,1
QGm_QD2B5ag,0,0,0
QGO67kHAxT0,0,0,0
QGQeTRgglTE,27,20,3
qGRHtT6QvAA,5,1,0
QgUD22nGBmo,2,15,1
QgXaGMw62RY,3,42,5
QGXN5YQknrM,0,1,0
QgzqoLGEBmA,18,5,3
QH5KZILrY44,2,0,1
Qh9ePEuuiQY,0,1,0
qhBflpKEd6E,4,9,7
qHbJFiD-hc0,3,0,0
qhbLO0tbms8,23,7,2
qHBm0KKuqkE,0,0,0
QhC7J9gXXGk,3,2,1
qhd4RXgZrfg,8,2,0
QhFUTPjcW5M,1,0,0
qHhkOhw4vsw,11,4,3
qHHMcmTA8oU,0,3,0
qhHrz9IWgjE,28,5,0
QhHSeJAEmcc,0,1,0
QHiArVYyFcs,4,18,3
QhI_YBPgc0Y,25,18,7
qHj5UI-E_fk,7,13,2
qHja15TQXuo,23,0,1
QhJPpJOU4o8,5,0,0
qhjYXFrqNcI,30,9,2
qhlDrLKBmXA,0,0,0
QHLiQQl9xwE,0,0,0
QhLtS28CoqA,0,0,0
qhmPXRp17do,0,0,0
qHn20Vy_d2Y,36,8,6
QHRBBZNDxfQ,9,2,0
QhRDYo5PlVw,18,2,0
qhTNslzkZ-w,0,1,0
qHUQraymhCM,5,3,3
qHXDRTOQrec,14,0,4
QHZ7oU6yaT8,26,7,17
QHzGXGO7KDY,0,50,0
QHzHOwZSQp0,19,8,2
QhZnKTdfF4A,4,1,0
qHZTj1qfvWk,6,4,2
qH_OuGEXRfU,1,0,0
qI1tIAa-KbY,9,38,3
QI2sl3hPoqs,6,0,0
QI3jcIKBoS8,4,3,0
qI5W-k1pLPE,21,6,13
Qi7-0aiu9sQ,30,11,0
qiAAE7kGvoY,8,35,7
QiAaHj_YyG4,27,3,3
qIARaF1n8vE,23,26,1
QIaS9zs2JMQ,3,0,0
qibUAmbUvT0,0,2,0
qicccRF6WjA,3,0,0
qIDeilx15XI,16,3,3
QIErS3C8wMA,1,1,0
Qif-J-3wd48,9,1,1
QIg9XCOQruY,9,19,2
QiGtfsvrK_M,13,1,0
QIHEya1wYi4,0,0,0
QIJewCYjd24,0,0,0
QiJuF44xHPo,10,27,13
QiLUFa1sSzc,0,3,0
qinHT1fsxM0,0,0,0
QipG6QiBF1Y,0,0,0
QiqIxB-kQuk,1,2,0
QiRG85q49_Y,8,1,0
QIRJuuq3uN8,2,1,0
Qiv6aoaSyPM,1,0,0
QivwAKZzQbE,1,1,0
qiWlqbhbug4,18,4,0
qIXLjzyXnX4,12,8,4
QIy6E7MITcU,0,1,0
QIYktyNImNU,3,45,2
qIzsAYGkWzI,29,5,4
qI_80tOyfkA,0,0,0
Qj0t-VQOAm8,5,38,7
QJ0z3m3m31Q,32,2,2
Qj3NBIKh0zU,1,1,0
qj4cQh7pZVI,3,5,2
Qj5W_jP0IsU,1,0,1
QJ5_e5NVwQg,18,13,6
qj7C3crYOl4,7,2,1
Qj8SrHJjQ_s,35,11,4
QjBw1CGgtd0,0,0,0
qJcw75Sm3AU,37,9,4
QJdofo8XYcs,12,28,10
QjE8Hqi5OJI,3,2,0
QJeNRZeP7DQ,1,7,5
qjfeqIsybYI,42,6,2
QJFtlgzuXh8,16,2,2
qJhVBjFpE9o,13,7,5
QjjOLjXUP20,0,1,0
QJKfJDiO5uQ,22,3,0
QJKzWDqIAQo,6,0,2
QJlpQR20S8o,45,3,2
QJnb5-znQdM,0,0,0
qJnbtyKeR3M,6,4,1
qjoTdKE6klo,35,2,5
QJPy-zXO2d8,6,0,0
QJr3t00_sc0,7,1,1
QjRdsUxRaQY,7,0,0
qJsEXYNL4_g,39,9,2
qjsKvrOyYLw,6,4,0
QJtYDqEd5nk,0,0,0
QJtZB7svTxg,10,36,4
qju02RaX8b0,1,8,0
qjVcSWHpwu8,44,5,0
qJwSse6nNCM,6,16,13
QJxwZhPtw4Y,21,11,18
qjYcqYDIJ8U,3,1,1
qJYmMgP3wQE,6,3,0
QjYp5gx_czI,35,10,5
qk-uhgc_mnc,30,19,1
qk1ExdXDJsQ,31,18,1
QK2J2de2oP4,35,7,8
qk4eKm2OyyI,6,34,5
qK5XipvzYXo,13,1,2
QK6JYi5Y0UE,1,3,4
QK8XJvInfWA,28,14,8
QkanEVqNIjc,37,8,5
QkBfAAs0X6o,27,4,2
qKbLqQ_OoQU,2,47,1
qkC6yt_VbdU,26,4,8
qKdodpWBbJc,0,1,0
qKdsNs8Vcyw,1,4,2
QkEKswMLNBc,4,1,2
QKI7NnYxPDk,0,0,0
qkj494AnDsg,14,9,1
qkmPdH-WMFM,32,17,1
qKMXWu7ukvU,3,0,0
QknM6uuqSBo,0,0,0
QkOBMyidhJg,40,4,6
qKPaK_vNW3w,0,0,0
Qkq5IG2SCdw,2,0,0
qkRhO8uajb8,5,11,0
QkRN2DYiZyg,2,1,1
QKsu5qiFfcE,7,4,0
QkSwZotDSHk,12,22,6
QKVfU3GjOEU,1,5,1
QKwrQeGc-PQ,1,0,0
QKxSApFZ49o,1,3,1
QKxzniSFMJw,16,6,0
Qky39OWdXX0,3,1,5
qkyKI0w5B-0,21,2,1
QKzh4-S7OqA,2,8,0
qL7nobbh2j8,2,15,1
QL9yB7i__As,0,0,0
qLAdT25Ywc0,12,6,9
qLAqujVIOV4,0,0,0
qlaVPMMHW64,0,1,0
QlbtpM4xThU,2,16,0
QLdActD9pf0,29,14,7
qLEBcdUFOY8,2,14,5
qlGjdhEM_Uk,2,2,0
qLhJdcksS10,0,1,0
QLhSXvRP6FE,34,10,6
qLHW33BFkxM,46,3,1
qlhw4K_N89k,5,38,7
qLibX2n78pE,2,42,6
QLIdaljkgn8,4,2,0
QLINjY8yjfA,17,2,2
qLIzTjrOKlY,0,0,0
QLj9b2pGSdA,4,0,0
QLkSUFeLU4Y,0,0,0
qLKuVdHeBIg,24,11,15
QllYtx9QyvQ,36,10,4
QLmni2qykUk,0,0,0
QLNXPmri830,7,0,1
QlocvaDxKi0,0,0,0
QLPbdnoV9Uo,16,8,4
qlpOWEgkKZQ,0,1,0
QLPPYqDVlac,41,7,2
QlRSgn-oFuM,0,0,0
qLrwSswEqzM,0,1,0
qls7WydAF7Y,9,8,8
Qlt_UrUw6lc,1,16,5
qLU_9lO6TXI,1,1,0
qlvNFHMB9_g,0,4,0
qLwYBPf2wuE,34,11,5
QlyAun2DQgI,4,2,0
qLyCVHkquOE,15,28,7
QM-J1QHZaDw,3,0,0
qM0i_TH5-1A,5,43,2
qm1OLOhn7R0,2,2,0
qM1pBGXYACo,5,0,0
qM2Qnuw9v94,3,0,0
Qm3ez8u-_9w,13,5,1
qm7O2RgEth4,17,3,4
QM7YxgTjmjQ,0,0,0
qM8Hn-8U2X4,1,0,0
qMav6iYNEIA,13,7,7
QMbYeBoswVo,0,0,0
QMCmNhJex9Q,2,0,3
qMCvAX-UxHk,13,1,0
QmCz_1HbqhY,5,1,0
QMD2ko2I75A,21,16,13
qMD7BRka1Q4,4,3,3
qMDjBFT5wGE,0,0,0
qMFM_S_B-rY,0,0,0
qMFQYSctarg,10,5,1
QmfVgWD6xiQ,2,0,0
qMguCyM4aig,2,0,0
qMH-yAwaNAM,0,0,0
Qmi1wxG9_vQ,22,18,10
QMKSA5RQy1E,36,13,1
QmLKKVzsuIY,22,3,0
qmMrEpxX5M4,2,0,0
QmOiT9ekpTQ,28,1,4
qmQ5Js9EKqI,1,0,0
QMRevQL5-RA,4,1,0
QmsdXVskzQ4,38,12,0
qMsms8b5uA0,3,4,2
QMSVOLZlHZM,4,0,0
QMTs5c_eK6o,36,10,4
QmVlFk_GojA,2,1,1
QmwcfvrVBrA,3,0,1
QMz_L5V02Gc,1,0,0
QN0qQrMaLYw,0,0,2
qN0XLiyt-wk,0,0,0
QN53O_dIgNQ,7,7,1
QN8zZcsEIgE,0,50,0
qNBxtalxIGk,34,5,0
qNcr8EH-U90,0,6,2
qNC_OpUTWXU,0,1,0
qNDXkh0Tj84,4,0,0
QnE-zgh_ARA,6,0,0
QNeTfZuB9iA,6,1,3
qNFnccGvHo0,15,8,2
qNhdoUUnp18,4,0,0
QNK1QiO_DXc,0,4,3
QNKgSgh6ESU,35,11,4
QnKJHQ26sfk,3,3,0
QnlBeleQBck,2,1,0
QNMIdI_Rsug,11,33,6
qnmyTdnYln0,8,3,1
QNn5ysTXRVY,4,2,3
qNQM0f7SrKM,1,1,0
qnrs8MW0Tzg,1,6,0
QnVEta5A70s,9,2,4
qNvUIANXZ5U,1,6,1
